id,train_test,pred_type,pred,prob_0,prob_1,mainvar9,mainvar4,mainvar1,intvar8,intvar3,mainvar8,mainvar2,var64,var35
2,train,TN,1,0.442,0.558,-0.0501179639500375,-0.0568985780895431,0.0191181219935211,-0.0176751046654165,0.0106903530231242,-0.0338256197892761,0.0239219909772218,-0.0151991178396518,0.0186853538804715
3,train,TN,1,0.3515,0.6485,-0.0540015462184566,-0.0550922919707638,0.0200684124597678,0.0155620150976947,-0.00225041597355852,-0.0485868098820227,-0.0459604715506486,0.0103298732099229,0.0179512633162725
4,train,TN,1,0.4443,0.5557,-0.0432634620619439,-0.0469166413526742,-0.0351651223797929,0.0160906712304077,0.00925948713048614,0.0416831407845319,-0.0408579102879639,0.0125953837626849,0.0166134985535765
21,train,TN,1,0.4924,0.5076,-0.0489616749298479,-0.0509980840574163,0.0142539349952031,0.0101529273598654,0.00915243713805473,-0.048919347318515,0.0255470080289154,0.00995774960797351,0.0122308315856639
24,train,TN,1,0.4005,0.5995,-0.0437332622131304,-0.0451307137904669,0.0235892898355617,0.00901362390571142,0.00481072442176307,-0.0396479737754002,0.0335993833221595,0.00627874996782924,0.0113710626770351
28,train,TN,1,0.4927,0.5073,-0.0905549719034849,-0.100582374748938,-0.0289872281476022,0.0255152107774495,-0.00472247447861205,-0.0718879685688578,0.0324570769673908,0.0105986904630125,-0.0286061584605948
32,train,TN,1,0.381,0.619,-0.0131722689479398,-0.0135504184158204,-0.0083073859963127,0.00400729713559837,0.000737429714373723,-0.0127711461745005,-0.00977841148684236,0.00148474442488149,0.00473955016015809
33,train,TN,1,0.4177,0.5823,-0.0172891104996776,-0.0176408119783955,0.0111469434977255,0.00215095150604219,0.00163548812564118,-0.0160001208773693,-0.0133209611037328,-0.00213848467770357,0.00382814643738076
35,train,TN,1,0.0583,0.9417,0.0739530081741231,-0.0764450713393275,-0.0233917743689928,0.0206453723830366,0.00783613140500419,0.0649444401523851,-0.0560812346072772,0.0109232997566973,-0.0217605945385205
43,train,TN,1,0.3908,0.6092,-0.0365252967663473,-0.0389370514367117,0.0214369151817417,-0.00945906223337994,-0.0013440401162787,-0.0293541110889539,-0.0248494513056294,0.00664931542365881,0.0113125887847546
46,train,TN,1,0,1,0.0350713643275103,0.0390072545502566,0.0241812535045558,-0.00710772455609774,0.0027277317710832,0.0343552557582619,0.0295402057187847,0.00650687079361582,0.0127017191991784
47,train,TN,1,0,1,0.0617916295456727,0.0701778656879722,0.0450479686515865,0.0132783359916194,-0.000746608439831538,0.061527180663916,0.0549181029296342,0.0107185997864089,0.0178170632242814
48,train,TN,1,5e-04,0.9995,0.0299739301455149,0.0304204089606263,0.0188635848641485,0.00404470241624348,0.000196383357149981,0.02326356094469,0.0219571653790105,0.000525115250670713,-0.00980931475302787
49,train,TN,1,0.0336,0.9664,0.0733695033066271,0.0774940700894665,-0.0307493499503881,-0.022964895929665,0.0136243914515247,0.0616792860406936,0.0524383189654609,0.0197962269932155,0.028413143080243
50,train,TN,1,0.0014,0.9986,0.0433474074422032,0.0447336937958018,0.0249620513465655,0.0121525984655157,-0.00319601445562357,0.0387963478945108,0.0315748905727099,0.0089490363361611,-0.0132838048887378
51,train,TN,1,0.007,0.993,0.0258755082549987,0.0287609813684433,-0.016374955652256,0.00824825837510883,0.00058699972510153,0.022240054219828,0.0177974518680249,0.00466472130992917,0.0106613804422201
52,train,TN,1,0.0548,0.9452,0.0442951064550356,0.0571302347722378,0.0283087672962388,-0.016811101757934,0.0103681860350899,-0.0417690962308908,0.0375150080224472,0.0109892349305164,0.0187732886221168
53,train,TN,1,0.1027,0.8973,0.180847791883022,0.263844171080379,0.0553528408448918,0.0149285316642005,0.00184601777935492,0.135125652353898,0.127054866516552,-0.0146379409842437,0.0483108832516913
54,train,TN,1,0,1,0.0395244757082871,0.0419414665666595,0.0169235720525946,-0.00340220031403857,0.00139082611457146,0.0393300225754759,0.0379300592098844,-0.00221636270475385,0.0131639460676716
55,train,TN,1,0.3052,0.6948,0.0362679666173407,0.0453197584458812,0.0234514979995756,0.00540361439145844,-0.00283400600363633,-0.0349392941971587,-0.0248786082824947,-0.00426650153055821,0.0108789023418298
56,train,TN,1,0.009,0.991,0.0311076421335855,0.0352175009773561,0.0109281640798776,-0.00694327891753607,-0.00243850978941321,0.0300772269391483,0.0234292641232733,0.00546350579647367,0.0108407857763321
57,train,TN,1,0.001,0.999,0.0320219506895225,0.0339582055435325,0.0187900014816546,-0.00523798336174267,-0.00173779884648914,0.0278114337700504,0.025522399396245,-0.00214974530429108,-0.00712037667524203
58,train,TN,1,1e-04,0.9999,0.0336231117510681,0.0341744614371945,0.0247434348790008,0.00649271362419149,-0.000422884755984861,0.0329187061936227,0.030627095212154,-0.0010640833992562,0.00748953754781728
59,train,TN,1,0.0271,0.9729,-0.122785878584925,0.15287680304491,-0.0419999609689564,-0.0264284425151705,-0.00479698068007646,0.12146040814632,0.0906905707205355,-0.0170202746779032,0.026468079493266
60,train,TN,1,0.0267,0.9733,0.0363367799445091,0.0399934250701289,0.0129258396885911,0.00599265031127067,0.00319041392703248,0.0299215347887553,0.024408751721002,0.00458088194624052,0.00803489458911121
61,train,TN,1,0,1,0.0561223562711334,0.0604846383139994,0.0385125202593242,0.0111915164585686,0.000645100691485321,0.0548993597141963,0.0548911251190707,-0.00539324813511125,0.0208253960484719
62,train,TN,1,0.0055,0.9945,0.0461549187128065,0.0477834877961196,0.0298135032864689,0.0150237874546205,-0.00488264502921452,0.0399666548429329,0.0322754740838718,0.00943048502672549,0.0164693637602448
63,train,TN,1,0.0234,0.9766,0.0708790398046679,0.0726995939969844,0.0204090859784933,0.0154838957256319,-0.00656891905556546,-0.0632601404524029,0.0499124016462741,-0.00918657671778164,0.0164047303048888
64,train,TN,1,0.0013,0.9987,0.045132433525743,0.0475463208990054,-0.0284276125331159,0.0143500814717093,-0.00752483335733699,0.040786279962775,0.0376801635058286,-0.00993063000508138,0.0183292390033858
65,train,TN,1,0,1,0.0535164078577049,0.0564638390717253,0.0341831175907941,0.0106138424679335,0.000175244451293027,0.0491417768663794,0.0423283670984369,0.00354444016460938,0.0145649000122483
66,train,TN,1,0.0036,0.9964,0.0703820064785458,0.0753528277874168,-0.0260964425180098,-0.0179776628870157,-0.0138583125401496,0.0703435370405728,0.0503339658992512,0.0177746159462039,0.0185189895789388
67,train,TN,1,0.0366,0.9634,-0.0682657147841687,0.0810731332069047,0.0401787450246402,0.0208664007654478,0.00728051622198217,0.0680196066928759,0.0646894474847272,0.0184553040642891,0.0256525903215593
68,train,TN,1,0.0599,0.9401,0.0762130332023461,-0.0771599804927583,-0.0508599615969489,-0.019475238497055,0.00291830929894077,0.0666264471825498,0.0641046630182523,0.0135895406135578,0.0252771068393061
69,train,TN,1,0.0369,0.9631,-0.0657189801650181,0.0681420111575097,-0.0216896478212567,-0.0131099658750382,-0.000957461939837293,0.0652062443384699,0.0468571997720623,0.0122414768799098,0.021412353919887
70,train,TN,1,0.0048,0.9952,0.0631376554068987,0.0660121715187841,-0.0187344696976857,-0.0129396356640619,0.0100173599393315,0.0563761980787323,-0.0205787062083959,-0.0105709963328823,0.0180359473433606
71,train,TN,1,0.083,0.917,0.0336648263618909,-0.037369062289175,0.02254834196534,0.00691963232967743,0.00588450318852238,0.0318818001410418,0.0311685557797456,-0.00629956753887082,0.0111814781787253
72,train,TN,1,0.001,0.999,0.0121111020353648,0.0140048859749415,-0.00945583044690471,-0.00302124958163766,0.000844268694399212,0.0113243805478774,0.0108291860506966,0.000966943039207863,0.004033472232107
73,train,TN,1,0,1,0.0349563423438288,0.0387715512732196,0.0277921959959881,0.00532360699291901,0.000834626898525117,0.0345469976560391,0.0339713859855022,-0.00103527153388024,-0.00681558667015483
74,train,TN,1,7e-04,0.9993,0.0366965318691868,0.0419741589018275,0.0278326362985549,0.00772592515875934,0.000832500323416838,0.0363271830070578,0.0278618069208512,-0.00522294172599451,-0.0121657963399684
75,train,TN,1,0.0068,0.9932,0.0540348454808501,0.0596246977890421,0.0208595136123874,0.0139124859345332,0.0023826188542568,0.0533192876567244,0.0466842870970057,0.0112504602221498,-0.0179215760844813
76,train,TN,1,0.0219,0.9781,0.0656994314044398,0.0697714588611438,0.0468423531072219,-0.0125871208064718,-0.00176404953079251,0.0595668593731992,-0.0493072233754135,0.0102710614835432,0.0148918614926636
77,train,TN,1,1e-04,0.9999,0.0239974375446191,0.0256082849713041,0.0188091637994184,0.00542268594859061,0.000193051948810555,0.02264167296514,0.0217170460950327,0.000432632098399376,0.00847977220462669
78,train,TN,1,0,1,0.0199178479670934,0.0222908724532879,0.0137582302881178,0.00359572934618268,0.000300575514347665,0.0179702334813533,0.0164993308077011,0.00193337586136172,-0.00620496852380692
