id,train_test,pred_type,pred,prob_0,prob_1,mainvar9,mainvar4,mainvar1,intvar8,intvar3,mainvar8,mainvar2,var64,var35
148,train,FN,1,0.3423,0.6577,-0.0270273122166984,-0.0317595188203652,0.00976875253865284,0.00843716346907356,0.00582235044065896,0.0224864660892452,0.0158813449773243,-0.00654294262864006,0.00968762689481388
160,train,FN,1,0.3967,0.6033,-0.0416262490664221,-0.0467442763041247,-0.0330448795150739,-0.00712530187378715,-0.00128144674078705,-0.0407352161246886,0.0338630435323349,0.00257050785750398,0.0138158808896454
161,train,FN,1,0.469,0.531,-0.0572722627051387,-0.0739996083133357,0.0234195063014989,0.0170609705403985,-0.00528384777234074,-0.0529714129032209,-0.0321391084703525,0.0124918757605314,0.0175859107699379
163,train,FN,1,0.4314,0.5686,-0.0423360351905124,-0.0461465818384945,0.0125599827701347,-0.0119932393425143,-0.00594383846549904,0.0411937475154005,-0.0392434626883027,0.00787121204363737,-0.0121714691411896
164,train,FN,1,0.2971,0.7029,-0.0876958746562223,0.0897383784224691,0.0326911219127286,0.0156050846731742,-0.00493520334051126,-0.0871264528869064,-0.0539747854005064,0.0132951136971982,0.0257313726470549
165,train,FN,1,0.4268,0.5732,-0.395812639218934,-0.462862769706309,-0.256914860579555,0.139299568822242,-0.0786006695828241,-0.350644541676192,-0.283974882279364,0.122522643401687,0.24469452033873
166,train,FN,1,0.4375,0.5625,-0.0172916555634759,-0.0193193017712953,0.00559871104422345,0.00302954057165457,-0.00138616080896976,-0.0155968772855748,-0.0134739540138764,-0.00236972864345004,0.00489396523724437
173,train,FN,1,0.417,0.583,-0.340618176296825,-0.551125978255156,-0.251619170875681,0.206338580705059,-0.0965368392815727,-0.272606106554734,-0.259851801444391,0.169434684577795,0.225948100881589
177,train,FN,1,0.4566,0.5434,-0.172381430799255,-0.225828889845457,-0.0933040233729015,-0.0671678212853754,-0.0268091310174128,-0.12747362938194,0.124593753370415,0.0324095033222431,-0.0868639580215181
180,train,FN,1,0.4,0.6,-0.0236290918073453,-0.0258184216974274,0.00833460496398417,-0.00657027663701139,0.000605713246129865,0.0213790476739666,-0.0167744363276416,-0.00521105704072701,0.00774235979035851
182,train,FN,1,0.173,0.827,-0.0597111428781583,-0.0650801543795851,0.0386650760155264,0.0119524563956196,0.00602795885553977,-0.058344256566792,-0.0469454793341394,0.0107500549192371,-0.0131678454946869
194,train,FN,1,0.3664,0.6336,0.151009422955864,-0.155034868929728,-0.0472954411886582,-0.0223136059635968,-0.00828640295082803,-0.11487505253123,-0.0883945830322715,-0.00966983052595764,0.0462943954392012
202,train,FN,1,0.3553,0.6447,0.0414521788221727,-0.0458807755834725,-0.0266271466308507,0.0139224036455734,-0.00370228900919369,-0.0391859540214476,-0.0348456183918544,0.0111069725120397,0.0208892839679007
209,train,FN,1,0.3761,0.6239,-0.0203717786073991,-0.020782573542887,-0.0121203024806172,0.00631013297409379,-0.00284908578651208,-0.0163590223465566,0.0125951340629601,0.00467581264328662,0.0063417183006204
210,train,FN,1,0.3821,0.6179,0.131012465032433,-0.141944359770171,-0.0257877023799924,0.0164409307659034,0.00803968424548448,-0.0313135579204053,0.0278639363733344,0.0126870049759975,-0.0247426659435886
221,train,FN,1,0.4362,0.5638,-0.134602157148603,-0.163246440348159,0.0475508024486687,-0.0183763869450912,-0.0059618243868132,-0.132091757209265,0.0939192124972077,-0.0165968404631053,0.0235243141118401
235,train,FN,1,0.4288,0.5712,-0.036972929144484,-0.0383098562488246,-0.0255613927680056,0.00916878963097104,-0.00120469855872738,-0.0317885218931024,-0.0260595856339159,0.00642248911247855,0.011380838780987
237,train,FN,1,0.3735,0.6265,-0.0618850533668435,-0.0667478808453825,0.0168149321831709,-0.0144770184955088,-0.00784503827408074,-0.0465462046240306,0.0236641622073324,-0.0116784606224267,-0.0161867133891858
285,test,FN,1,0.4384,0.5616,-0.0428743774029745,-0.0446913285360844,-0.0247875277391147,0.0117428930519023,0.0072130260765847,-0.0416237605367029,-0.0413143303072127,0.0107700785832904,0.0120134276849324
286,test,FN,1,0.3314,0.6686,-0.0482568188815811,-0.0502485281107185,0.0157819856254341,-0.0126229715881262,0.00923844096335338,-0.0439151251199213,0.0200059319842013,-0.0123157977776404,0.0148716904675615
296,test,FN,1,0.4693,0.5307,-0.269801975820139,-0.291714913045266,-0.0810826724166147,-0.0521991504928087,0.00667993668471214,-0.221992351551248,0.14184893904354,-0.0149720947019851,-0.0621639725322558
297,test,FN,1,0.4369,0.5631,-0.130744665533753,-0.134951247952755,-0.0739486200692015,0.0336586527044793,0.0142977905831687,-0.107609316895952,-0.0894528852664175,0.0317619560565383,0.0399718699959138
