id,train_test,pred_type,pred,prob_0,prob_1,mainvar9,mainvar4,mainvar1,intvar8,intvar3,mainvar8,mainvar2,var64,var35
1,train,FP,0,0.8104,0.1896,0.0473874974051839,0.0546230629994539,-0.0125523239331281,-0.00959161613127378,-0.0013589254594302,0.0447817930940412,-0.0337519038593205,0.0019911141302443,-0.0112056268792905
5,train,FP,0,0.6286,0.3714,0.30348619557701,0.310766498693155,-0.137267725339014,-0.110742080323019,-0.0703812188919463,0.277913187394427,-0.170690247211474,-0.0761166170627418,0.12553472120943
6,train,FP,0,0.5154,0.4846,0.0773868149385803,0.0863073843574767,-0.0278423049424568,0.0133283746501528,9.17140211165729e-05,0.0568784041243707,0.0434107040969292,-0.0104040892097241,0.0207519949583288
7,train,FP,0,0.7089,0.2911,0.055735078348751,0.0559764472033218,-0.0212995998754375,-0.0157193340292902,0.00849841345735113,0.0462520618587202,0.0441151668161876,-0.0125899915368789,-0.0180320378771864
8,train,FP,0,0.8707,0.1293,0.166859474960949,0.178441933843593,0.0735686630302828,0.0542249391501949,0.0250619501345327,0.157235988103898,0.0825158789098123,-0.0369706520235732,-0.0610015305604321
9,train,FP,0,0.8133,0.1867,0.0327471300098717,0.0332143013505198,0.0261554038999428,-0.00747491595199642,-0.000164863684837745,0.0323839976775012,0.0261781837611161,-0.00696076646730106,0.00816119586596524
10,train,FP,0,0.7142,0.2858,0.0701978903308127,0.0709915347464743,0.0339664625980124,0.0105768126596791,-0.00780626772152952,-0.0368327778628347,-0.0355782689480957,0.00806282267227371,-0.0149592855008619
11,train,FP,0,0.865,0.135,0.352367862217,0.362079060730728,0.191782652725044,0.167896194454543,0.0500975264354218,0.329040304559396,-0.192937891375057,-0.153768748817148,0.182298394840044
12,train,FP,0,0.9123,0.0877,0.0306243250401855,0.0318282476911403,0.0244532747964657,-0.00319105814414519,0.00255609114319764,0.0292551556460853,0.0288761610669956,-0.00279940615502918,0.00986477805243761
13,train,FP,0,0.7472,0.2528,0.207835614234109,0.213751668169692,-0.0435860815665819,0.0153471778322874,-0.0060687833117772,0.207544225262241,0.0795362155405087,0.0137665358124689,0.0314103702993287
14,train,FP,0,0.6466,0.3534,0.0438702478041623,0.0524492873944132,-0.0181787385683269,0.00863611014303641,0.00398066196946879,0.0410199507635851,0.0338965884660428,0.00516503795204549,-0.0102698165558635
15,train,FP,0,0.8128,0.1872,0.0746782077868476,0.0813694365469586,0.0566208975300618,0.0224172317229326,0.0149585722810283,0.0733848827033574,0.0573548161158278,-0.0167115065900021,-0.0294632615033308
