intvar3,var35,var64,intvar8,mainvar1,mainvar2,mainvar4,mainvar8,mainvar9,class,pred
-0.337544498690191,-0.326385666189441,0.378953308741855,0.42934330128296,1.35699616271105,1.27493878851563,0.120377607956568,3.11306447075295,-0.137812456186399,1,0
0.640893094238918,-1.39475796048397,-0.41745595896598,-0.0167523642967923,-0.877951737790215,0.271972939750844,-0.769228154870836,-1.28918249490582,0.480906264239531,1,1
-1.70476423933597,-1.01426898617866,-0.436300089716628,-0.547367779090651,-0.833556899669584,-0.558461454453039,1.04121284911743,-1.00747208759661,0.440911896326142,1,1
-1.34383245452682,-1.18665321198188,-0.593307738533573,-0.309629393291141,0.446396683921038,-0.200592907369116,3.03555340698884,-1.65629298043021,0.244195033084549,1,1
-0.980709135295125,2.1324711936187,-0.945582110987062,-0.775519078299234,-1.04558259004913,0.912953875090377,-1.49245565300572,0.365254769112998,-0.560523016618894,1,0
0.801877105585822,-1.80896601185775,0.232714415721015,0.5516023084234,1.10514070423462,-0.203740436996661,-0.213071535778229,-0.681697705812409,0.0164371403427619,1,0
0.304034405402118,-0.542913520615486,-0.56908765767848,-0.236137180524204,-0.814579244564344,-0.719240164749983,0.904098816326897,-1.17837843965354,1.21676499920022,1,0
2.33384802932623,0.256271821682535,-0.558143207833897,-0.0522251924199377,-0.920023380023803,0.0979269298534049,0.0544964667814718,-0.638554808038091,-0.145884321407252,1,0
-0.145983977938588,0.986756794565248,-1.94204053256231,0.352566937765759,0.631404543943331,-0.628173651099649,0.659018064081387,-0.114117809598688,-0.59983876393106,1,0
0.391192903083391,0.411183900901057,-0.521108423055022,0.610190146143376,0.898630216308982,0.9847026009339,-1.39360482095791,-0.0902860877751429,-0.535473730898935,1,0
1.41000576394965,-1.2070724917759,0.752807200014549,-0.390858489320337,0.60422292733421,-1.87116115299299,0.26353756668332,0.789625791334258,0.918558032108616,1,0
0.167326425192462,1.6298950717998,0.0418192157301085,0.668105478255758,0.502774231861325,-1.02784178849656,0.96230648320598,-0.108016127346277,0.113273621767958,1,0
