id,train_test,pred_type,pred,prob_0,prob_1,mainvar9,mainvar4,mainvar1,intvar8,intvar3,mainvar8,mainvar2,var64,var35
145,train,TP,0,0.8817,0.1183,0.337048356605017,0.344593388580589,0.11846640032092,0.0592566809429589,0.025428914505933,-0.219970375987209,0.217821918429121,0.0263253649426212,0.100359370960505
146,train,TP,0,0.5428,0.4572,0.119288906916345,0.120606538911748,0.0884066276812437,-0.018281717097213,0.0107235709241633,-0.0917878014324808,0.0912825371981029,-0.0139843382707497,-0.0432515227177581
147,train,TP,0,0.9079,0.0921,0.0659679196207834,0.0666106912970582,-0.0252500927217293,0.0122913176441078,-0.00866252354769456,0.0570097556788887,0.0535951078157487,0.00916533439502178,-0.0248771784876907
149,train,TP,0,0.6807,0.3193,0.0352808618257708,0.0375398287821279,-0.0126579696957655,-0.00709528194222377,-0.000545155655987883,0.0345002543027407,0.0269914663200389,-0.00235328110953873,-0.0070996952702982
150,train,TP,0,0.8629,0.1371,0.140720871315557,0.153854000433412,0.0522252755949021,-0.00193634829734594,-0.00090466842188798,0.101177870893839,0.0536550531699221,0.00107523442851697,0.0234666047798934
151,train,TP,0,0.7803,0.2197,0.0795069308921346,0.0858035203358274,-0.0200217931856345,0.0118206139226062,-0.00125260517906225,0.0789172656510602,0.075332541546276,-0.00713656291974658,-0.0184543680077545
152,train,TP,0,0.5182,0.4818,0.548544717493279,0.663645090246975,0.278340035675754,-0.213732915141713,0.10488037375488,-0.365064885103827,0.345330404269886,-0.142996665212487,-0.254147366851237
153,train,TP,0,0.5695,0.4305,0.049860650853114,0.0642518552326039,-0.0190672354616063,0.0156918138610224,0.00367911016912649,0.0454995196017791,0.0427257717640268,-0.0118517270199834,0.016443857287235
154,train,TP,0,0.6469,0.3531,0.0404126823209167,0.044536190941559,-0.0198660263885591,0.00387044236089226,-7.19970944990658e-06,0.0314603619141458,0.0269124253999488,0.00342863909927444,-0.00940501640455341
155,train,TP,0,0.7908,0.2092,0.408323948695315,0.460373074993023,0.177041916529232,-0.128647752311457,-0.0127025355489933,0.407060040166033,0.189545837400535,0.0929326082157045,-0.136316500716945
156,train,TP,0,0.8595,0.1405,0.0299810158551388,0.030196819937894,0.024455781851186,-0.00681083251953286,0.00432085074639863,0.0298113056812329,0.0256933880001939,0.00527577724212602,-0.00697637807898618
157,train,TP,0,0.7818,0.2182,0.0517050596614902,0.0531451390166061,-0.0221105504132554,0.0163400231682287,-0.00173738153258062,0.0516167354445771,0.0471895739929555,-0.00235569252861096,-0.0188332285743711
158,train,TP,0,0.5914,0.4086,0.0188588920436097,0.0201550713183813,0.0141838874111766,-0.00511638180034665,-0.00372135010694283,0.0183711065530393,0.0174106797898258,0.00493886878674354,-0.00680516722657291
159,train,TP,0,0.7931,0.2069,0.0492713222467911,0.0537344458379513,0.00641963982144773,0.00249456752629371,-0.000804569219233036,0.0372918682798804,0.0312833057027598,-0.00143364594527795,0.00414912888072498
162,train,TP,0,0.7904,0.2096,0.0268406544470037,0.0289632311084518,-0.0193087207316124,0.00718500112645699,-0.00544676730025297,0.0242212695022936,0.0210060994353189,0.00713456621458443,-0.00794388812930306
167,train,TP,0,0.6284,0.3716,0.0748697466095338,0.078894205591602,0.0332077878391128,-0.00553528473611542,0.00148356675468146,0.0665062620540604,0.0575719133271952,-0.00201836675121678,-0.0214331227581135
168,train,TP,0,0.7182,0.2818,0.19422450773339,0.24593440798371,0.0892392308568516,0.0759959253159609,0.0206170939327286,0.164537124003608,0.109931806221277,-0.0459052291431439,-0.081473055367671
169,train,TP,0,0.5548,0.4452,0.0695700529471941,0.0736364974629877,0.0479940460530482,0.0205369109055953,-0.00524483809703329,0.0684937248143083,0.0662603330357339,-0.0157203453807361,-0.024752076987462
170,train,TP,0,0.7677,0.2323,0.0383123742621175,0.0407555430021689,-0.0114830920163047,-0.00627216414383327,-0.000383197727231259,0.0277957194087699,0.0270903673393422,0.000442191431596107,-0.00801877710725812
171,train,TP,0,0.6924,0.3076,0.0723070694161094,0.0733589109388233,-0.0192313170628977,-0.0132635059585049,-0.0115820541633689,0.0716851316094067,0.0711598361664699,0.0128969053707384,0.0147478996935393
172,train,TP,0,0.9142,0.0858,0.171920511666369,0.175017043019386,-0.0779812233089647,0.0379918099865666,0.00205561293523512,0.160386729943063,0.0856345829463949,0.0307630122479352,0.0618006526409517
174,train,TP,0,0.5809,0.4191,0.0334093642242441,0.0340844394775987,0.0255306121596684,-0.00661525015272873,-0.000654850287285859,0.0289719270011774,0.0285214275014267,0.00550844603618249,-0.0114210666532081
175,train,TP,0,0.6491,0.3509,0.0460663818664618,0.0509868668439732,-0.0181435195174688,-0.0101951038121508,-0.00516758046695821,0.044439199511332,0.038502770119514,-0.00973032480560478,-0.0109272514499999
176,train,TP,0,0.6594,0.3406,0.266280596305431,0.275809858611743,0.156374696197383,0.117164074430162,0.0276797674039574,0.222781338899854,-0.183959639902985,0.0304495944876844,-0.132965140384242
178,train,TP,0,0.6988,0.3012,0.02916839769062,0.0317417632385876,0.0212530060849958,0.00776081209019115,-0.00587629151748826,0.0234833373102034,0.0222551688400313,-0.00657245543873646,-0.0108834685514553
179,train,TP,0,0.7089,0.2911,0.0347701846459239,0.0361047347024376,0.0270555834701208,0.00794549238881617,0.0037197618760065,0.0316771974871631,0.0280058782127612,-0.00503290630664906,-0.0109049607909807
181,train,TP,0,0.6423,0.3577,0.288348748357303,0.29144425714979,0.111481330411852,0.0626076069825842,-0.0325976007815954,0.210943660258284,-0.171144542115263,0.0408686849808572,0.111128673008033
183,train,TP,0,0.6821,0.3179,0.0833667879334217,0.0850886125592627,-0.041664928350202,0.0245345377232813,-0.00139917967113848,0.0815382351439485,0.0779575714719364,0.00576045011733411,-0.0253486374181954
184,train,TP,0,0.8156,0.1844,0.0446072134140097,0.0490294823084176,0.0280386730010413,0.00607437243579509,-0.00204258135503419,0.0403629192445809,-0.0328574704966189,-0.00550498885525167,0.0139735800407759
185,train,TP,0,0.5335,0.4665,0.0716712928827079,0.0765954200973378,-0.0285383591884484,-0.0281393223594703,0.000297951042918953,0.0606774250344322,-0.0325163987257051,-0.0163199170003414,0.0283046431086847
186,train,TP,0,0.7085,0.2915,0.173889126083883,0.176914827473339,-0.0606755154004239,0.0158352487314432,0.0114890998683233,0.141139310095938,0.114551862250972,-0.0123262598350463,0.020416490003082
187,train,TP,0,0.7552,0.2448,0.0694547043069843,0.0697115494529443,0.0304035726497165,-0.0115864111572858,-0.00160179288493885,0.0694533055840199,0.0637112549216804,0.00893460077383697,-0.0147686734296795
188,train,TP,0,0.804,0.196,-0.0654476062521883,0.0732202603627816,-0.0151848795571785,0.0102559306186745,-0.00418056387587828,0.0652016506772652,0.0536943472048521,-0.00836186872778068,-0.0146192968167793
189,train,TP,0,0.7123,0.2877,0.149123598332557,0.183006872671843,-0.102227005010117,-0.038404492457015,-0.0136658704686124,0.132338450481183,0.107020863227756,0.0156788849738537,-0.0579508138356744
190,train,TP,0,0.6488,0.3512,0.0452716027126936,0.0482766498486618,-0.0141363383904039,0.00942374142292663,0.00314351242129182,0.0328083854299977,-0.0325513596736846,-0.0091248520240739,0.0115181964941327
191,train,TP,0,0.8174,0.1826,0.0595525207448428,0.0623651265734416,0.0411752812202939,0.013923445418127,0.00613893203351608,0.0474959945540981,0.0466943507917708,-0.0112756101492217,-0.0207422636500413
192,train,TP,0,0.7831,0.2169,0.0427478759282717,0.0478231086249477,0.0191361026271648,-0.00956206891650812,0.000144074830812099,0.0372153179977309,0.0309588861602161,-0.00583172041018407,0.0128201285278965
193,train,TP,0,0.7134,0.2866,0.0470441068949491,0.0499430300287225,-0.0340117402428023,-0.00927172289038453,-0.00511220869890304,0.040619589121284,0.039968014601764,-0.0064627038616984,-0.0159743516977036
195,train,TP,0,0.8454,0.1546,0.0699507733897366,0.0728865311111147,0.0446088368218948,-0.0162361750016952,0.00899638551203131,0.0522865908383538,0.0518652835625073,-0.0148251856515481,0.0174862486963466
196,train,TP,0,0.5094,0.4906,0.0579968462616698,0.0605881994681974,0.0465224454962403,-0.0165169544715839,0.00284648804880636,-0.0551399025703191,0.0479325796963448,-0.0102582683377957,-0.0213853848677301
197,train,TP,0,0.7837,0.2163,-0.0308572560524342,0.032060287186362,0.0217066786664338,-0.00610993715877877,-0.00108136037238707,0.0289184222793642,0.0222755317767891,0.00405392537698425,-0.00828657997808285
