intvar8,var14,intvar7,var64,var67,mainvar7,mainvar8,mainvar9,prob_0,prob_1,class,id,total_local_score,pred,pred_type
-0.00202314814814815,-0.0124305555555556,-0.00815277777777778,-0.0206342592592593,0.00940277777777778,-0.0333611111111111,-0.0814861111111111,-0.00250462962962963,0.707328385899815,0.292671614100186,1,1,-0.151189814814815,0,FP
0.00415277777777778,-0.0104953703703704,0.0409398148148148,-0.000569444444444445,0.0467407407407407,-0.0354768518518518,-0.0977129629629629,-0.003,0.627578718783931,0.372421281216069,1,2,-0.0554212962962963,0,FP
-0.00548611111111111,0.023537037037037,0.0401203703703704,0.00566203703703704,0.0538518518518518,-0.018125,-0.0610694444444444,-0.00413888888888889,0.498928680746863,0.501071319253137,1,3,0.0343518518518519,0,FP
-0.0147175925925926,0.00707870370370371,-0.016125,-0.0258564814814815,-0.0279537037037037,-0.051212962962963,-0.0931805555555556,-0.0176666666666667,0.799511545293073,0.200488454706927,1,4,-0.239634259259259,0,FP
-0.0033287037037037,0.00103703703703704,0.010337962962963,-0.00410185185185185,-0.00144444444444444,-0.0404490740740741,-0.104935185185185,-0.0296805555555556,0.741784037558686,0.258215962441315,1,5,-0.172564814814815,0,FP
0.00517592592592592,0.00921759259259259,0.0343287037037037,0.0210694444444444,0.0165462962962963,-0.000615740740740741,-0.056875,0.00888425925925926,0.484032376747608,0.515967623252391,1,6,0.0377314814814815,0,FP
0.011337962962963,0.0303333333333333,0.00209259259259259,0.00341666666666667,0.0075,-0.013712962962963,-0.0553055555555555,0.0103287037037037,0.506995133819951,0.493004866180048,1,7,-0.00400925925925925,0,FP
-0.00266203703703704,-0.02175,0.0106527777777778,-0.00770833333333333,0.0166712962962963,0.0305185185185185,-0.0810925925925926,-0.00305555555555556,0.539346525540727,0.460653474459273,1,8,-0.0584259259259259,0,FP
-0.0110555555555556,0.0106203703703704,-0.00544444444444444,-0.00885648148148148,-0.0167175925925926,-0.0293657407407407,-0.109976851851852,-0.0133935185185185,0.7464884458541,0.253511554145899,1,9,-0.184189814814815,0,FP
-0.00310185185185185,-0.00302314814814815,0.0704212962962963,0.010212962962963,0.0140555555555556,0.00268518518518519,-0.0750648148148148,0.00538888888888889,0.529407407407407,0.470592592592592,1,10,0.0215740740740741,0,FP
-0.0150092592592593,0.00791203703703704,0.0174953703703704,-0.0144537037037037,0.0305138888888889,-0.0275185185185185,-0.104638888888889,-0.00674074074074074,0.681125980618367,0.318874019381634,1,11,-0.112439814814815,0,FP
-0.000592592592592593,-0.0131666666666667,0.0136018518518519,-0.0130833333333333,-0.0011712962962963,-0.0168240740740741,-0.0951388888888889,0.0114212962962963,0.712726428239665,0.287273571760334,1,12,-0.114953703703704,0,FP
0.0224027777777778,0.0109768518518519,0.0313796296296296,0.00989351851851852,0.0412268518518518,-0.0105925925925926,-0.0347407407407407,0.00266666666666667,0.370638876302673,0.629361123697327,1,13,0.073212962962963,1,TN
-0.0024537037037037,0.0125046296296296,0.0649722222222222,0.00618981481481481,0.0735601851851852,-0.00715277777777778,-0.0541527777777778,0.0211666666666667,0.428831286948613,0.571168713051387,1,14,0.114634259259259,1,TN
0.0103564814814815,-0.0320972222222222,0.0486435185185185,0.019087962962963,0.0208148148148148,-0.018287037037037,-0.0724814814814815,-0.00702314814814815,0.572275421796625,0.427724578203374,1,15,-0.0309861111111111,0,FP
-0.00202777777777778,0.00612962962962963,0.0166342592592593,-0.0319490740740741,0.0119814814814815,-0.0170694444444444,-0.108050925925926,-0.00125,0.655889496053431,0.34411050394657,1,16,-0.125601851851852,0,FP
0.00799074074074074,0.0042037037037037,-0.014412037037037,-0.0111481481481481,-0.00296296296296296,-0.0419444444444444,-0.124185185185185,0.00111111111111111,0.771420056623454,0.228579943376546,1,17,-0.181347222222222,0,FP
-0.000657407407407407,-0.00133333333333333,0.0236944444444444,-0.000625,0.00560185185185185,-0.0181018518518519,-0.0935740740740741,0.0014537037037037,0.651853506029477,0.348146493970522,1,18,-0.0835416666666667,0,FP
7.40740740740734e-05,0.00739351851851852,-0.0210601851851852,-0.0218796296296296,0.00225462962962963,-0.04325,-0.104398148148148,-0.00191666666666667,0.747307001795332,0.252692998204668,1,19,-0.182782407407407,0,FP
-0.00545833333333333,0.00109722222222222,0.00584722222222222,-0.0115972222222222,0.0159212962962963,-0.0293981481481481,-0.111078703703704,-0.00352777777777778,0.671721744379056,0.328278255620945,1,20,-0.138194444444444,0,FP
-0.00824074074074074,-0.0132407407407407,-0.0017962962962963,-0.004875,-0.00379166666666667,-0.0546481481481482,-0.126384259259259,-0.0101574074074074,0.778378378378378,0.221621621621622,1,21,-0.223134259259259,0,FP
0.00102314814814815,0.00788888888888889,0.00988888888888889,-0.0156666666666667,0.0201435185185185,-0.0467638888888889,-0.0756342592592592,-0.00858796296296296,0.650535168195718,0.349464831804281,1,22,-0.107708333333333,0,FP
-0.0107638888888889,0.00149537037037037,-0.0177407407407407,-0.00114351851851852,0.00121759259259259,-0.0205138888888889,-0.119606481481481,-0.00206944444444444,0.716820987654321,0.283179012345679,1,23,-0.169125,0,FP
