id,train_test,pred_type,pred,prob_0,prob_1,mainvar8,intvar8,mainvar9,mainvar7,var14,var64,intvar7,var67
146,train,TP,0,0.5297,0.4703,0.076187447010049,-0.0137905346408778,-0.0521403072576604,0.0936902750258201,-0.00318442108123133,-0.00409063169501532,-0.0110078904924068,-0.00954405925511549
147,train,TP,0,0.6858,0.3142,0.0451504961193795,0.0139957496929851,-0.0314360154758917,0.0512141474213138,-0.00174776395947442,0.00303708363157779,-0.00599636702195019,0.00438956410617916
148,train,TP,0,0.749,0.251,0.326285268921942,0.0871411349275837,0.116335939323255,0.365530918756509,-0.0270467072537314,-0.0330842871878749,0.0615941965354887,0.0567749978457221
149,train,TP,0,0.7539,0.2461,0.209681630032628,0.0738949372807522,0.0766359756850891,0.262675706200413,-0.0162374877616568,-0.0226553833072745,-0.0408773550719992,0.0269796342547064
150,train,TP,0,0.7681,0.2319,0.161160206144329,-0.0416593414103573,-0.048840561711583,0.207737985308202,0.0141727342900722,-0.018312802755511,-0.038860909120222,-0.0187493044545169
151,train,TP,0,0.5975,0.4025,0.167608726840584,-0.0502795424541717,0.0549394482735396,0.181066529526971,-0.00687300817223625,0.00794814044827281,-0.0175913455983669,0.00799881719299383
152,train,TP,0,0.7996,0.2004,0.198625666061242,0.120829092555823,0.150006092303552,0.385064334347804,-0.0309458060977144,-0.0501888660987854,-0.0830669813346943,-0.0662416294669091
153,train,TP,0,0.5901,0.4099,-0.210090335343658,-0.0608907600190979,0.131889980439034,0.241002217678883,-0.00542413269049045,-0.00972766656191604,-0.0158877430123747,0.0120306355582706
154,train,TP,0,0.683,0.317,0.356360827268317,0.137924642697305,-0.180124768088799,0.405294027699594,-0.00631239016678018,-0.0607919145482165,0.0908942857740464,0.0653750401731215
155,train,TP,0,0.6131,0.3869,0.15069117171923,-0.0306319415216418,0.0798108270415278,0.156583218439923,-0.00317313988927942,-0.00403685238258212,-0.0283925255163215,0.0105182211625562
