id,train_test,pred_type,class,pred,prob_0,prob_1,knn,nbd_bal,lambda.1se,intvar4,mainvar8,mainvar7,mainvar6,mainvar10,mainvar1,mainvar3,mainvar4,mainvar5,mainvar9,total_local_score,opp_class,opp_lambda.1se,opp_intvar4,opp_mainvar8,opp_mainvar7,opp_mainvar6,opp_mainvar10,opp_mainvar1,opp_mainvar3,opp_mainvar4,opp_mainvar5,opp_mainvar9,opp_total_local_score
1,train,TP,1,1,0.3166,0.6834,499,0.507,5.96962726202418,0.000425446390027724,0.000955598545413573,0.00242457566777572,0.00569439741812942,-0.00928342047774202,-0.0113600995311613,-0.0233634317430249,0.0255899755100963,0.0375993381224674,0.0396154589484599,0.0682978388504418,0,0.497323551353269,0.0196423533937354,0.0219271211007476,-0.0468842191033941,0.0630983775776331,-0.0773016304823654,-0.102568633874028,0.1044752858808,-0.131988576924609,0.170645832277259,0.17458867587455,0.195634585720328
2,train,TP,1,1,0.243,0.757,499,0.507,6.53401020427955,0.000104424061064503,0.0060844026719524,-0.00866477566400494,-0.0163872094461046,0.0199243021940922,0.0247512847220482,0.0274977554653902,0.0282697802396586,-0.0285990213764793,0.0340608186312821,0.0870417614988993,0,1.26310920349251,0.00251490559754668,0.00847726045069707,-0.0209874901940723,-0.028535327535796,0.0574015856709536,0.0661773260686214,-0.066888049064126,0.0676953388905983,0.0747590748810389,0.0864298174470342,0.247044442212496
3,train,TP,1,1,0.2592,0.7408,499,0.507,1.08699951170448,0.0219383652195709,-0.0328519683303195,-0.054429539497042,0.0731874396106217,-0.102346686568569,0.111117978142788,0.119507931172242,0.129396143645367,0.144552851899751,-0.149089093052111,0.260983422242299,0,4.00506664237715,0.00316275693711994,-0.00959743003764606,0.0139790378669236,-0.0162503322948625,0.0208685736970455,0.0246771075617611,0.0271786818836051,-0.0284565203137449,-0.0291474206336931,0.0296397707610413,0.0360542254275501
4,train,TP,1,1,0.4343,0.5657,499,0.507,2.46072043512032,-0.00281190892497354,0.0058362925376435,0.0170829071227714,-0.0462205851240418,0.0512674232364896,0.0595170538240071,0.0598711326245645,0.0669512412408754,-0.0730971896110632,0.0873714230247735,0.225767789951046,0,1.34718592369635,0.0139426963394689,0.0296406783621957,-0.0314165806249216,0.0500209491538016,0.0505579452934397,0.052288402166051,-0.0582191310680456,0.0661268447615651,-0.0727905548844995,0.0867804785472106,0.186931728046266
5,train,FN,1,0,0.7264,0.2736,499,0.495,2.1798538708908,-0.0184200260863316,0.0267854671873445,0.0461825785251735,0.0579496641116438,0.0617080238694683,0.0653017329642755,-0.0739198151418434,0.0817618281105587,0.097918311571595,-0.0993223239058685,0.245945441206016,1,2.89829449291049,-0.0096303345221969,0.0164682670071058,0.0263550627654146,0.0314057836827427,-0.0337771017518774,0.0349272949189563,0.0370274061940761,0.0402881152691705,0.0438222256024472,-0.0459326057648052,0.140954113401034
6,train,TP,1,1,0.4086,0.5914,499,0.507,0.875475018789384,0.0153224096192179,-0.0192811943187544,0.0355014136218499,-0.0517399619194228,-0.109877166666597,0.111798402353817,0.115662760516879,0.154662388472189,0.155402025376405,-0.207207117011232,0.200243960044351,0,3.51906461714703,-0.00226472265846577,0.00447665816193808,0.00798447933160252,0.0197758167322093,-0.0240564474765616,0.0265252886611291,0.0278474044819215,0.0310105160015753,-0.0318485558291786,-0.043784243680983,0.0156661937251868
7,train,TP,1,1,0.5049,0.4951,499,0.507,3.83438615813649,0.00852445000454013,0.0111146500052896,0.0116459216571545,0.0231144933869267,-0.0254676749873806,0.0343820301927991,0.040123337751489,-0.0444759772007337,0.0451752454150034,-0.0608422804601347,0.0432941957649534,0,1.53651205334557,0.0150558155843165,0.0159374299628503,0.0187343547708229,0.0197136121032711,-0.0323971848861972,0.0443834980337184,0.0467248641165305,0.0573749838527575,-0.0669146488939365,-0.0792154010929171,0.0393973235512165
8,train,TP,1,1,0.2283,0.7717,499,0.507,3.7019932286663,0.00457606449847422,0.0112442924406676,0.0117711654747255,-0.0336226298228037,0.0344834908806969,0.0363893676469646,0.0459359565351332,0.0497860054964461,0.0518557617789938,-0.0583656808450465,0.154053794084252,0,4.05619327385907,0.00104579973730435,0.00195350560955348,0.00741139058769932,-0.016002335100802,0.0207261813842668,0.0231458768453093,0.0266602238947795,0.0280537173434651,0.0289221765410395,-0.0377335978022342,0.0841829390403813
9,train,TP,1,1,0.1717,0.8283,499,0.507,5.95610875394622,0.00211226242745728,0.00322799626310951,-0.00460556483563479,0.0161143686787127,-0.0163275199080746,0.0229312597531344,-0.0275325987145984,0.027535800618317,0.0289969773404437,0.0372425807022882,0.0896955623251551,0,3.51915397418263,0.00541404985423659,-0.00866099159900176,0.0129137614482377,-0.0132797112045181,-0.0148465902625307,0.0244746801340912,0.0250576444064216,-0.0251134977263661,0.0311657622818258,0.0359072972718848,0.073032404604281
10,train,TP,1,1,0.1916,0.8084,499,0.507,1.03636177758494,-0.00475954118263254,0.0312378529260788,0.0820078032911844,-0.0918999963377723,-0.0925645774565726,0.105689181884669,0.133765375101991,0.138274420815566,0.154782196112788,0.174018639408342,0.63055135456364,0,1.62421018371166,-0.00621971407010329,0.0202427480515234,-0.0313354765065729,-0.0378984979854733,0.0433951812082388,0.0544753935793207,0.0554556197479878,0.0582607882152945,0.0616908013498091,0.0747192860799196,0.292786129669944
11,train,TP,1,1,0.1887,0.8113,499,0.507,2.2768691906198,0.0160412223910793,0.0170164979154421,-0.0221317779950942,-0.0408774710409189,0.0625267014423262,0.0625366481959433,0.0682495409168239,0.070389561947936,-0.0748914457330188,0.0757005244671975,0.234560002507716,0,1.79203331358484,0.0142858629467503,0.0172650676155903,-0.0243953987205349,-0.044805653136162,0.0487064387124324,0.0491342795874641,0.054280818863303,0.0549380235552231,0.0568223237381624,-0.0588205706913839,0.167411192470845
12,train,TP,1,1,0.2573,0.7427,499,0.507,2.31269616483072,-0.0123087182355935,0.0138871660919705,0.0304040436552313,0.0327158016473488,0.0469657044959739,0.0501420804164288,-0.0575925391017754,0.0720578567692696,-0.0821028158232226,0.0903247136868754,0.184493293602507,0,1.4638541768691,0.0115326745015947,0.0277443797447103,0.0323721527008603,0.0396439399699091,-0.0404315879457733,0.0561687143477045,-0.0657027353545798,0.0690397375240764,-0.0716531611652264,0.0757453890188816,0.134459503342157
13,train,TP,1,1,0.2588,0.7412,499,0.507,3.52964608850227,-0.00432997381592079,0.00708770411195082,-0.0293219703411464,0.0344032946726457,0.0396050539923192,-0.0448967761413796,0.0481321699857994,0.048296290452354,0.0600442641673594,0.0629867180636039,0.222006775147586,0,5.73599959691067,-0.00346929173899836,-0.00360209730531789,-0.0110109986435653,0.0123418714441607,-0.0158361967568558,0.0165352008556543,0.0171732691216179,0.0192907466170441,0.0223648409417158,0.0236861031570223,0.0774734476924776
14,train,TP,1,1,0.3364,0.6636,499,0.507,0.781234783835423,0.0315355127750382,-0.0320912035293524,-0.0569918337437504,-0.0750092409502236,-0.0757657665297567,-0.120866136586237,-0.156770203302045,0.160396019314898,0.168030422769123,0.211120703488498,0.0535882737061916,0,0.545326833202828,0.000388346796569622,-0.0174203168531482,-0.0176445485980193,-0.0306487936151812,-0.0653179956527619,-0.0997528747893513,0.107937570783227,0.125299588642822,0.154814075726767,-0.160872462611848,-0.00321741017092509
15,train,TP,1,1,0.1763,0.8237,499,0.507,1.95404446076645,0.0129892981489273,0.0210042311562349,-0.0249983549934819,-0.0504035766739204,0.0552093148740092,0.0658604834391814,0.0819603282304811,0.0821425430911817,0.0944310670181054,0.0981627689610183,0.436358103251737,0,2.23184063027909,0.000387925104139351,0.00626059945028941,0.0122852026975737,0.0284433653847021,-0.0322399694883846,0.0407106197000954,0.0407909710705386,0.046184813640864,0.0492909286134179,0.0521161919850082,0.244230648158244
16,train,TP,1,1,0.1874,0.8126,499,0.507,3.01798434510514,0.00672139269538978,-0.0175689645305076,0.0243013139110909,-0.032035667884031,-0.0387213757961198,0.0412771635237291,0.0495341835307489,0.0641594092092134,0.0722731436070411,0.0728371305608984,0.242777728827453,0,4.15329355083743,0.00179131690877927,0.010732121558177,-0.0122944127901644,-0.0136009123552496,-0.0140485112388483,0.0158575648510565,0.020408818572312,0.0282466875422257,0.0312626166074459,0.0322226250028491,0.100577914658583
17,train,TP,1,1,0.3523,0.6477,499,0.507,1.09196937451795,-0.00348988002093458,-0.050149715060548,-0.0664948043294233,0.0696802547918533,0.0924119890499785,0.095874870281927,0.120309038138876,0.157343857303923,-0.164930531793867,0.169912380653125,0.420467459014909,0,3.44044539171948,-0.00225762459613691,0.0119212899418123,-0.0162750960196469,0.0205943137649312,0.0258531556765638,-0.030046691486894,0.0313988227996944,0.0352663563026294,0.0398425182783313,-0.041412719322489,0.0748843253387957
18,train,TP,1,1,0.3913,0.6087,499,0.507,2.12003730830473,0.0165684696046853,-0.0292487387790333,-0.0489831962269228,0.0550448207067811,-0.0575994727257087,0.0578319036296967,0.0653282049837755,0.0920436289595932,-0.0977154820004265,0.0990129536678673,0.152283091820308,0,0.712568142015953,0.022312757811864,-0.0580371002024305,0.0621176543920045,-0.0736269058030767,0.0785534004813625,0.0813699570988087,-0.122356584411732,0.122766789003436,-0.133952535730697,0.13451941119226,0.1136668438318
19,train,TP,1,1,0.4454,0.5546,499,0.507,3.44294081583298,-0.012890958920233,-0.0173570284598168,-0.0335075673782455,0.0426104463690604,0.0444950702609964,0.0473123277808381,0.0509278551031958,-0.0554149323514234,0.0617902294166944,-0.0634929406864644,0.064472501134602,0,3.65317668131204,-0.011438956208673,-0.0154282590881868,-0.0191721738382751,0.023299075594376,0.0253047545937513,0.0309076612850787,0.0311099076571436,-0.0314784813276496,0.0360439759338967,-0.0402821652122636,0.0288653393891982
20,train,TP,1,1,0.1943,0.8057,499,0.507,6.45425046334823,-0.00875486193681711,-0.012964843786961,-0.0130703740102026,0.0196690541007558,-0.0203633266733407,0.0233519538934148,0.0238665039058187,0.0278661817729013,0.0308998857119627,0.0344438341590794,0.104944007136611,0,1.47838332955626,-0.0243756464220786,-0.0320897271926946,0.0391897648722415,-0.0392533685739235,0.0457673713570608,0.0573167032175847,0.0638855369379133,0.0641869969534136,-0.0710318365555899,0.0749710521119632,0.178566846705891
21,train,FN,1,0,0.5778,0.4222,499,0.495,1.73850823943429,0.00470619134297999,0.0116150407894278,0.0146797369175336,-0.0239825438003613,-0.0245937793288669,0.0441265241810832,0.0446090221426823,0.0531300884821025,0.074209824040273,-0.10127556678542,0.0972245379814338,1,3.51112072680801,0.00193592846463098,0.00387579070535388,0.00802583870459235,-0.00949249837768078,-0.0114774985265968,0.0120170147692524,0.0151092696745595,0.0188457792692475,0.0202691718818779,-0.032498088561583,0.0266107080036538
22,train,TP,1,1,0.1532,0.8468,499,0.507,1.3724274463,-0.0260082580695156,-0.0301858898005775,0.0827298723770053,0.0873327135760069,-0.0907099991038186,0.100928171314755,0.10165417223816,0.10335682281493,0.10404977052038,-0.105789930350799,0.327357445516528,0,2.56559242674283,-0.0168149300016946,0.0289548683249386,0.0317115495822888,0.0320160205275552,-0.0321788832773561,0.0348463296680679,-0.0351828932190124,0.0356911307547944,0.04147835323344,-0.0424163450797723,0.0781052005132495
23,train,TP,1,1,0.3223,0.6777,499,0.507,6.21694115273991,0.00123547089720406,0.00590717470538897,0.00704915520818311,-0.0153636725288129,0.0237689025006687,0.0276931354456035,-0.0282737911219074,-0.030206857322803,0.0374546180233209,0.0380422237679525,0.0673063595747985,0,3.10434553388432,0.003219657804074,0.00670726087736103,0.0107146367971812,-0.0114457879877872,0.0295210982391588,-0.0344400849630884,0.0357377227685917,-0.0361818439169548,0.0422572319720834,0.0425831810624509,0.0886730726530706
24,train,FN,1,0,0.7827,0.2173,499,0.495,1.78366996650909,-0.00445689766651029,-0.0198142975262062,0.0247638537856912,-0.0342297330329421,0.0453941164939341,0.0615058467993268,0.0670839142730639,0.0675350615212331,0.0863730017936829,0.103255204676648,0.397410071117921,1,4.01760646582956,-0.0061343009001612,-0.0106722045101317,0.0128475803687522,0.013292521421306,0.014107579645818,0.0148905546116424,0.0176076630303747,0.0191642568897603,0.0283490608523942,0.0292906315678705,0.132743342977625
25,train,TP,1,1,0.2712,0.7288,499,0.507,6.51285948898767,0.00196904379510768,0.00416256772593948,0.00818416427458415,-0.0149101935767446,-0.0210914556109972,0.0228557138237745,0.0242736893414017,0.0294057124196506,0.0326319090619735,0.0366071854115535,0.124088336666243,0,2.73552620499118,0.00788720541765966,-0.0171192327031553,0.0201567875068718,-0.0235602438309838,0.0269998227311563,0.0310485364628874,-0.0326384101175563,0.0415807617236311,0.0416574553107751,0.0496774723943011,0.145690154895587
26,train,TP,1,1,0.2252,0.7748,499,0.507,1.51190482003024,-0.0140093396795171,-0.0222412905233361,-0.0277895135555252,0.0310399374413403,-0.0472711735036398,0.0564314982398575,0.0908619082875782,0.106639696059671,0.126326510058291,0.135432387525203,0.435420620349924,0,1.32465011493684,0.0135066168146982,-0.0156919873740609,0.0216803125817378,0.0378986587593037,-0.0416493385452725,0.0723649986729137,-0.0747261917912365,0.0764843833005298,0.0811657196014472,0.0906730628433823,0.261706234863443
27,train,TP,1,1,0.2298,0.7702,499,0.507,5.06392853539449,-0.00325200498722422,0.00776435344953819,0.0112380529700935,-0.0147364571426895,0.0153748296512426,-0.0189328377442737,0.034743437501528,0.0357679233590637,0.03909044442808,0.0459532370380482,0.153010978523407,0,3.21025807451314,-0.00204505634273148,0.00451364017274001,0.00460791871212621,-0.0113865503086816,-0.0138724834526501,0.0277111379251278,0.0303179682216313,0.0347093011855843,0.035292788028124,0.040220189856637,0.150068853997907
28,train,TP,1,1,0.3689,0.6311,499,0.507,2.75848896224161,0.0156461252003341,0.0164142032601198,0.0214991583555913,-0.0240632610544075,-0.0383126626384789,0.0414406811158613,0.0453984241424749,-0.0467184345753189,0.0558420544731841,0.0612831106378195,0.14842939891718,0,1.60112973924907,0.0173625207963921,0.0189237643353098,-0.0235344760266876,0.0318851771316693,-0.0340973158193712,-0.0365191607148533,0.0420601916070961,0.0450845805498563,0.0474066274730936,0.057396277528793,0.165968186861298
